153
1275.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1285.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1295.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1305.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1315.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1325.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1335.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1345.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1355.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1365.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1375.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1385.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1395.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1405.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1415.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1425.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1435.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1445.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1455.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1465.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1475.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1485.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1495.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1505.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1515.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1525.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1535.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1545.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1555.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1565.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1575.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
