153
55.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
65.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
75.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
85.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
95.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
105.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
115.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
125.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
135.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
145.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
155.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
165.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
175.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
185.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
195.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
205.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
215.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
225.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
235.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
245.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
255.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
265.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
275.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
285.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
295.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
305.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
315.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
325.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
335.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
345.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
355.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
365.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
375.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
385.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
395.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
405.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
415.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
425.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
435.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
445.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
455.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
465.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
475.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
485.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
495.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
505.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
515.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
525.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
535.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
545.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
555.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
565.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
575.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
585.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
595.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
605.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
615.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
625.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
635.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
645.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
655.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
665.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
675.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
685.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
695.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
705.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
715.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
725.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
735.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
745.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
755.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
765.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
775.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
785.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
795.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
805.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
815.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
825.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
835.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
845.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
855.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
865.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
875.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
885.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
895.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
905.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
915.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
925.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
935.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
945.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
955.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
965.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
975.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
985.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
995.00 	   0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1005.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1015.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1025.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1035.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1045.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1055.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1065.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1075.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1085.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1095.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1105.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1115.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1125.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1135.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1145.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1155.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1165.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1175.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1185.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1195.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1205.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1215.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1225.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1235.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1245.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1255.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
1265.00    0.00 	  50.00 	   0.00 	   5.00 	   1.00 	   0.00 	 3 
